date,price
20250428,15450
20250429,15380
20250430,15375
20250501,15005
20250502,15325
20250506,15440
20250507,15355
20250508,15375
20250509,15460
20250512,15485
20250513,15475
20250514,15725
20250515,15475
20250516,15435
20250519,15310
20250520,15350
20250521,15330
20250522,15250
20250523,15205
20250527,15275
20250528,14965
20250529,15105
20250530,15150
20250602,15145
20250603,15200
20250604,15280
20250605,15285
20250606,15225
20250609,15240
20250610,15070
20250611,15030
20250612,14940
20250613,14970
20250616,15000
20250617,14820
20250618,14785
20250619,14850
20250620,14770
20250623,14605
20250624,14745
20250625,14805
20250626,14960
20250627,15030
20250630,15020
20250701,14965
20250702,15085
20250703,15250
20250704,15120
20250707,14920
20250708,14940
20250709,14825
20250710,15100
20250711,14955
20250714,14885
20250715,14840
20250716,14800
20250717,14800
20250718,14900
20250721,15275
20250722,15280
20250723,15330
20250724,15330
20250725,15245
20250728,15050
20250729,14950
20250730,14890
20250731,14800
20250801,14600
20250804,14880
20250805,14755
20250806,14940
20250807,14980
20250808,14885
20250811,15045
20250812,14985
20250813,15135
20250814,14880
20250815,14910
20250818,14900
20250819,14885
20250820,14780
20250821,14770
20250822,14745
20250826,14975
20250827,14925
20250828,15015
20250829,15190
20250901,15265
20250902,15100
20250903,15110
20250904,15070
20250905,15110
20250908,15095
20250909,14970
20250910,14940
20250911,14900
20250912,15175
20250915,15285
20250916,15235
20250917,15075
20250918,15100
20250919,15135
20250922,15020
20250923,15100
20250924,15100
20250925,15285
20250926,15035
20250929,15065
20250930,15075
20251001,14965
20251002,15110
20251003,15230
20251006,15185
20251007,15310
20251008,15190
20251009,15325
20251010,15175
20251013,15040
20251014,14910
20251015,15050
20251016,14975
20251017,14930
20251020,14925
20251021,14985
20251022,14935
20251023,15110
20251024,15085
20251027,15155
20251028,15035
20251029,15130
20251030,15025
20251031,15055
20251103,14970
20251104,14940
20251105,14840
20251106,14920
20251107,14870
20251110,14920
20251111,14850
20251112,14845
20251113,14855
20251114,14670
20251117,14580
20251118,14450
20251119,14460
20251120,14370
20251121,14280
20251124,14440
20251125,14650
20251126,14610
20251127,14605
20251128,14660
20251201,14695
20251202,14725
20251203,14680
20251204,14725
20251205,14720
20251208,14705
20251209,14665
20251210,14550
20251211,14450
20251212,14420
20251215,14225
20251216,14125
20251217,14275
20251218,14335
20251219,14565
20251222,14885
20251223,15465
20251224,15435
20251229,15850
20251230,16475
20251231,16485
20260102,16765
20260105,16745
20260106,17830
20260107,18450
20260108,16920
20260109,17675
20260112,17930
20260113,17620
20260114,18000
20260115,17905
20260116,17625
20260119,18000
20260120,17730
20260121,17860
20260122,17690
20260123,18630
20260126,18525
20260127,18335
20260128,18200
20260129,18750
20260130,17540
20260202,16540
20260203,17175
20260204,17220
20260205,16680
20260206,16800
20260209,17050
20260210,16980
20260211,17720
20260212,17465
20260213,16810
20260216,16760
20260217,16665
20260218,16840
20260219,16940
20260220,17155
20260223,17355
20260224,17585
20260225,17750
20260226,17480
20260227,17685
20260302,17335
20260303,17000
20260304,17395
20260305,17110
20260306,17200
20260309,17290
20260310,17310
20260311,17220
20260312,17500
20260313,17340
20260316,17120
20260317,17200
20260318,16990
20260319,16290
20260320,16770
20260323,16900
20260324,16830
20260325,17320
20260326,17020
20260327,17010
20260330,17040
20260331,16860
20260401,17065
20260402,16900
20260407,16840
20260408,17200
20260409,17025
20260410,17070
20260413,17490
20260414,17750
20260415,18075
20260416,18070
20260417,18380
20260420,17980
20260421,18120
20260422,18180
20260423,18425
20260424,18625
20260427,19275
20260428,19050
20260429,19270
20260430,19325
20260501,19180
20260505,19295
20260506,19450
20260507,18825
20260508,18890
20260511,18955
20260512,18725
20260513,19020
20260514,18915
20260515,18390
20260518,18235
20260519,18800
20260520,18600
20260521,18540
20260522,18550
20260526,18560
20260527,18755
20260528,18735
20260529,18875
20260601,19050
20260602,19170
20260603,18810
20260604,18375
20260605,18545
20260608,18340
20260609,17930
20260610,17380
20260611,17440
20260612,17630
20260615,17810
20260616,17630
20260617,17820
20260618,17770
20260619,17590
20260622,17640
20260623,17105
20260624,16610
